[0, 0, 0]
Voltage_1 (1)	Current_1 (1)
0.0017213821411133	-1.1644387143406e-07
0.20264387130737	4.0214192864596e-08
0.40765762329102	1.8347108721173e-08
0.60843467712402	-3.3161175139185e-08
0.81043481826782	3.8470055585549e-08
1.0121464729309	-4.6099387418508e-08
1.2142157554626	4.8749338787957e-08
1.4172196388245	-4.8579622102807e-08
1.6186428070068	4.7102009403943e-08
1.8212890625	-3.3238016783343e-08
2.0224976539612	3.0255460359285e-08
2.2244954109192	-2.4847185642329e-08
2.4247717857361	8.154010799899e-09
2.628493309021	7.5553652223448e-09
2.8287696838379	-1.0122871429985e-08
3.0321311950684	1.4646125201523e-08
3.2336282730103	-2.8321707645773e-08
3.4359860420227	3.2942569561101e-08
3.6383438110352	-3.5107326823436e-08
3.840126991272	4.5407546167553e-08
4.0416216850281	-4.5696069150836e-08
4.2451286315918	4.6611631887572e-08
4.4480609893799	-4.7224034460669e-08
4.6487665176392	3.8977422178732e-08
4.8511242866516	-4.1837740383244e-08
5.0530505180359	4.4141472699266e-08
5.2554082870483	-4.4353640760164e-08
5.4562592506409	4.9874032015396e-08
5.6602668762207	-4.7233797317858e-08
5.8594655990601	4.9622681075334e-08
6.0627579689026	-4.747919035708e-08
6.2631034851074	4.7203897679537e-08
6.4681911468506	-4.3949462735782e-08
6.6676759719849	4.5191860920113e-08
6.8708229064941	-3.7127769303424e-08
7.0707392692566	2.4493193251374e-08
7.2758269309998	-2.571797441675e-09
7.4754548072815	4.2551757672982e-09
7.6796078681946	3.4276843585701e-09
7.8797388076782	-1.5872597680655e-09
8.0842514038086	8.4834814728652e-09
8.2845973968506	-7.1153523073519e-09
8.4888954162598	2.7057600604508e-08
8.6888122558594	-2.2722304038325e-08
8.8905220031738	4.5213091937057e-08
9.0941734313965	-3.9397846762768e-08
9.2949504852295	5.1197421413463e-08
9.4973087310791	-3.93358590145e-08
9.6979427337646	5.0501967052696e-08
9.9009466171265	-2.2157216506002e-08
10.101723670959	3.3508527508275e-08
10.30601978302	-1.6929745383365e-09
10.506153106689	6.7392585956227e-10
10.710234642029	1.3510394580862e-08
10.909576416016	-4.4016124078894e-09
11.113298416138	3.3103489727182e-08
11.315010070801	-2.8058494194738e-08
11.517293930054	5.5114508512588e-08
11.720010757446	-3.3387042464028e-08
11.921722412109	5.7859779190039e-08
12.12451171875	-3.1432403346798e-08
12.325720787048	5.6033279349776e-08
12.529514312744	-2.4953317634413e-08
12.728567123413	3.8053130424487e-08
12.933511734009	3.8068295182825e-09
13.132707595825	1.8258798917259e-08
13.336215019226	2.3125219072995e-08
13.536203384399	-1.5388608165523e-09
13.73992729187	3.0235089099051e-08
13.940486907959	-5.4668189974905e-09
14.143850326538	5.1237321940789e-08
14.345348358154	-2.3619806555075e-08
14.547410011292	6.3432779029426e-08
14.750561714172	-2.4738239901012e-08
14.950839996338	6.851423961507e-08
15.153491973877	-2.1630395252714e-08
15.354418754578	5.5844534330163e-08
15.558934211731	5.2820086082761e-09
15.759358406067	2.2376775987709e-08
15.96330165863	3.6117302926186e-08
16.163293838501	2.9968738601838e-09
16.366731643677	4.4683801547762e-08
16.568950653076	-6.0338378737868e-09
16.770524978638	6.6946661547718e-08
16.971450805664	-1.311608599508e-08
17.173240661621	7.8083608912038e-08
17.37703704834	-3.1866789207413e-09
17.57674407959	7.1035024973298e-08
17.780181884766	3.2363414170788e-09
17.980535507202	5.4205191446499e-08
18.184692382813	2.8525246165145e-08
18.385833740234	3.4956062933134e-08
18.589057922363	3.7682760023472e-08
18.789051055908	3.5635828510294e-08
18.992059707642	4.9018847647631e-08
19.192554473877	2.3228931667063e-08
19.396640777588	7.4697950935843e-08
19.597496032715	8.6927292031191e-09
19.801582336426	9.4077002188442e-08
20.002365112305	4.6553134680494e-09

