[0, 0, 0]
Voltage_1 (1)	Current_1 (1)
-0.011355876922607	-2.7185010367248e-06
0.099513530731201	0.0015937709249556
0.20778894424438	0.0030548714566976
0.30653476715088	0.0045898472890258
0.40788173675537	0.0061334632337093
0.51182508468628	0.007674487773329
0.61663389205933	0.0092150792479515
0.72057723999023	0.010733938775957
0.81585884094238	0.012302017770708
0.90681076049805	0.013826906681061
1.0090208053589	0.01537771243602
1.1146974563599	0.016911244019866
1.2160420417786	0.018401563167572
1.3130569458008	0.01993509568274
1.420464515686	0.021481573581696
1.5218114852905	0.022976232692599
1.6170930862427	0.024462236091495
1.714973449707	0.025978481397033
1.8171834945679	0.027494728565216
1.9193959236145	0.029028249904513
2.0276689529419	0.030479704961181
2.1324801445007	0.031995952129364
2.2251629829407	0.033494915813208
2.3247742652893	0.034985244274139
2.4347829818726	0.036441016942263
2.5335288047791	0.037896789610386
2.6340079307556	0.039348233491182
2.7284240722656	0.040804006159306
2.8297686576843	0.04224681854248
2.942373752594	0.043693948537111
3.0289936065674	0.045084919780493
3.1320714950562	0.046510446816683
3.2351493835449	0.047901418060064
3.3364939689636	0.049331273883581
3.4395718574524	0.050687681883574
3.5357189178467	0.052082981914282
3.6396622657776	0.053435076028109
3.7375426292419	0.054787170141935
3.844952583313	0.056117665022612
3.9410996437073	0.057478405535221
4.0493750572205	0.05876138433814
4.1411900520325	0.060113467276096
4.2468667030334	0.06139212846756
4.3447470664978	0.062683753669262
4.4469594955444	0.063932172954082
4.5543670654297	0.065193548798561
4.6539807319641	0.066459253430367
4.7527265548706	0.067711986601353
4.8532056808472	0.068899929523468
4.9519515037537	0.070144020020962
5.0532960891724	0.071288779377937
5.1641702651978	0.072515599429607
5.260317325592	0.073699213564396
5.353000164032	0.074848286807537
5.4690718650818	0.075997345149517
5.5660843849182	0.077146410942078
5.657901763916	0.078269556164742
5.7557821273804	0.079379737377167
5.8605933189392	0.080481290817261
5.9714651107788	0.081556916236877
6.0710787773132	0.082580707967281
6.1672258377075	0.083660654723644
6.2625074386597	0.084714688360691
6.3638520240784	0.085781671106815
6.4738607406616	0.086788177490234
6.5804028511047	0.087816298007965
6.6670227050781	0.088783919811249
6.769232749939	0.089799083769321
6.8723106384277	0.09072782844305
6.9788527488708	0.091695465147495
7.0801973342896	0.09266310185194
7.1720147132874	0.093600489199162
7.2750926017761	0.094524934887886
7.3747062683105	0.095445051789284
7.4777817726135	0.096296049654484
7.5921201705933	0.097198881208897
7.6839375495911	0.098067156970501
7.7774858474731	0.098918154835701
7.8788328170776	0.09976052492857
7.9845070838928	0.10053324699402
8.0867195129395	0.10122644901276
8.1845998764038	0.10122644901276
8.2902765274048	0.10255515575409
8.3968181610107	0.10382604598999
8.4964294433594	0.10469257831573
8.5856485366821	0.1054435968399
8.6939239501953	0.10607898235321
8.7900714874268	0.10642564296722
8.8870859146118	0.10775423049927
8.9901638031006	0.10821640491486
9.0915088653564	0.10873627662659
9.1989154815674	0.10948729515076
9.2950649261475	0.11052715778351
9.4007396697998	0.11122035980225
9.5020866394043	0.11168253421783
9.6034317016602	0.11260676383972
9.6995782852173	0.11341547966003
9.7991924285889	0.11341547966003
9.8988037109375	0.11422431468964
10.002746582031	0.11509084701538

