[0, 0, 0]
Voltage_1 (1)	Current_1 (1)
-10.00834941864	-0.1430526971817
-9.7961091995239	-0.13600611686707
-9.599461555481	-0.13115441799164
-9.389820098877	-0.12624490261078
-9.1871070861816	-0.12220168113708
-8.9887256622314	-0.11838960647583
-8.7851476669312	-0.114462018013
-8.5885000228882	-0.11082315444946
-8.3779907226563	-0.10793519020081
-8.1822109222412	-0.10504734516144
-7.9794979095459	-0.1018705368042
-7.7776527404785	-0.099284969270229
-7.5714755058289	-0.096607223153114
-7.3748278617859	-0.094041757285595
-7.1721148490906	-0.091571308672428
-6.9720029830933	-0.089096546173096
-6.7684245109558	-0.08671247959137
-6.5674448013306	-0.084250681102276
-6.3586688041687	-0.08190979808569
-6.16375207901	-0.079517088830471
-5.9636402130127	-0.077128708362579
-5.7591962814331	-0.074753284454346
-5.5573487281799	-0.072382174432278
-5.3433752059937	-0.070036984980106
-5.1545238494873	-0.06765291839838
-4.9483466148376	-0.065238617360592
-4.7465014457703	-0.062832951545715
-4.5377254486084	-0.060440253466368
-4.347140789032	-0.05798276886344
-4.1435647010803	-0.055546868592501
-3.9417171478271	-0.053093697875738
-3.7355399131775	-0.05057143047452
-3.5302305221558	-0.048040520399809
-3.3318495750427	-0.045535515993834
-3.1308698654175	-0.042957104742527
-2.9238271713257	-0.040374364703894
-2.7211141586304	-0.037757076323032
-2.5166702270508	-0.035157062113285
-2.3200225830078	-0.032466351985931
-2.1199083328247	-0.029732454568148
-1.9189286231995	-0.027037417516112
-1.7179489135742	-0.024299204349518
-1.5152382850647	-0.02155233733356
-1.3107943534851	-0.018740702420473
-1.1063480377197	-0.015868593007326
-0.91316699981689	-0.013061261735857
-0.70958852767944	-0.010184836573899
-0.50774097442627	-0.0073245977982879
-0.29983282089233	-0.0044201421551406
-0.097987651824951	-0.0014880406670272
0.099523067474365	0.0014501583063975
0.31262397766113	0.0043853865936399
0.51100015640259	0.0073482617735863
0.70504426956177	0.010339558124542
0.91381549835205	0.013302564620972
1.1173892021179	0.016308760270476
1.3114333152771	0.019289052113891
1.5228033065796	0.022273659706116
1.718578338623	0.02527985535562
1.9221520423889	0.028225589543581
2.128324508667	0.031227469444275
2.3292994499207	0.03417320176959
2.5268077850342	0.037118937820196
2.7269172668457	0.040025796741247
2.9322218894958	0.042945612221956
3.1305980682373	0.045839514583349
3.3393692970276	0.048707496374846
3.5368776321411	0.051489103585482
3.7439155578613	0.054279338568449
3.9422917366028	0.057056616991758
4.1423988342285	0.059786390513182
4.3442392349243	0.062503196299076
4.5530104637146	0.06511203199625
4.7487878799438	0.06772518157959
4.9610233306885	0.070277862250805
5.1593995094299	0.072839178144932
5.365571975708	0.075279556214809
5.5613470077515	0.077737212181091
5.7588577270508	0.080108486115932
5.9606981277466	0.082462482154369
6.1634039878845	0.084738731384277
6.3721752166748	0.087027929723263
6.5714168548584	0.089187562465668
6.7784547805786	0.091368786990643
6.9733667373657	0.093416109681129
7.1804046630859	0.095485031604767
7.3779129981995	0.097502127289772
7.5901484489441	0.099432840943336
7.7859258651733	0.10138654708862
7.9843020439148	0.10346591472626
8.1852769851685	0.10485219955444
8.3879833221436	0.10693156719208
8.5872249603271	0.10797131061554
8.7881994247437	0.11028170585632
8.9917736053467	0.11207222938538
9.1927480697632	0.11345851421356
9.3937206268311	0.11484479904175
9.5972938537598	0.11680865287781
9.8017330169678	0.11807942390442
10.0113697052	0.11935007572174

