[0, 0, 0]
Voltage_1 (1)	Current_1 (1)
0.00071525573730469	-2.7178156614127e-08
0.20380020141602	-1.5469789005351e-08
0.40709733963013	2.6683306231234e-08
0.60881853103638	-3.2388292936503e-08
0.81075191497803	2.6764405802737e-08
1.0130453109741	-2.6664448427027e-08
1.2141180038452	3.4559153760938e-08
1.4170575141907	-3.0232822467724e-08
1.6201424598694	3.9513921024081e-08
1.8214297294617	-4.1121388960619e-08
2.0235800743103	4.4370199958621e-08
2.2252988815308	-4.1925062532755e-08
2.4258685112	4.5122970249167e-08
2.6286649703979	-4.3348599376714e-08
2.8295946121216	4.0809297274791e-08
3.032820224762	-2.9322588801506e-08
3.2348990440369	2.4085343497404e-08
3.4373354911804	-1.1306179104054e-08
3.6371159553528	1.96005700559e-08
3.8424253463745	-2.002059318329e-08
4.0414881706238	2.6200568825629e-08
4.2467975616455	-1.3033687906727e-08
4.4452857971191	6.687581599607e-09
4.6504521369934	2.5866271347041e-09
4.8510932922363	-8.254480654557e-09
5.0549650192261	7.7970030432084e-09
5.2556800842285	-1.2195194187825e-08
5.4579019546509	2.2429501811416e-08
5.6594777107239	-2.6925551566137e-08
5.8611965179443	2.3088873035704e-08
6.0637044906616	-3.1981148396198e-08
6.2659978866577	4.0734576600698e-08
6.4678621292114	-3.030288198147e-08
6.6698670387268	4.8120462281531e-08
6.8715143203735	-3.3691250678203e-08
7.0727300643921	4.8085642134765e-08
7.2755265235901	-3.4892320144309e-08
7.4781799316406	5.055157004108e-08
7.6802587509155	-3.6522603608091e-08
7.8801822662354	5.3894233076335e-08
8.0849885940552	-3.7232041449897e-08
8.2852725982666	5.9683728181881e-08
8.4886436462402	-3.4561168149594e-08
8.6900730133057	5.0382592320375e-08
8.893084526062	-1.4464021091953e-08
9.0935821533203	3.2839203356616e-08
9.2980308532715	-7.6486346145543e-09
9.4958734512329	2.8136623697606e-08
9.7013263702393	8.7395548575842e-09
9.8995971679688	2.4231399109453e-08
10.104763031006	1.6230726984645e-08
10.30490398407	-8.264779832734e-11
10.509349822998	3.7408042885545e-08
10.708988189697	-3.0061364508782e-09
10.915157318115	4.6244693407971e-08
11.113574981689	-1.4879226739595e-08
11.316514015198	5.3365219798707e-08
11.519096374512	-1.7960644527193e-08
11.720525741577	7.0886528646952e-08
11.923322677612	-1.9669903039699e-08
12.125329971313	6.8183268808752e-08
12.326833724976	-2.0459150817942e-08
12.528696060181	7.8195988351126e-08
12.731995582581	-2.1413553596972e-08
12.931774139404	8.147836894068e-08
13.134498596191	-1.3536370246925e-08
13.335859298706	6.8981471201823e-08
13.539156913757	-4.8686503717477e-09
13.739368438721	6.5268991988887e-08
13.94388961792	9.8608499143893e-09
14.143524169922	4.6179735591068e-08
14.348115921021	2.7255213197463e-08
14.547753334045	1.9974196519001e-08
14.751410484314	5.1715325355417e-08
14.951694488525	1.3607287741024e-08
15.156717300415	6.0118914291252e-08
15.35613822937	1.0551929330305e-09
15.558934211731	8.2287598957009e-08
15.761873245239	-5.7593703139958e-09
15.963161468506	9.3098954323523e-08
16.164951324463	-4.9616337705061e-09
16.367031097412	9.2571198706537e-08
16.570112228394	-3.8344385444589e-09
16.772119522095	9.8253693181505e-08
16.974052429199	-9.2793706052419e-10
17.173904418945	9.3780386123399e-08
17.377635955811	2.0639776554532e-09
17.5778465271	1.4725911512414e-07
17.781074523926	3.4667419157586e-08
17.982864379883	1.2814223282476e-07
18.186019897461	4.9679922398127e-08
18.387092590332	9.6166971275125e-08
18.588884353638	6.169365462938e-08
18.790458679199	9.7535739485011e-08
18.99303817749	6.5029026607988e-09
19.195692062378	9.4105615744411e-08
19.396907806396	5.3705573321849e-09
19.600421905518	1.2531376114566e-07
19.801494598389	7.8138242542991e-08
20.004005432129	9.5395890298278e-08

